OrderID;Date;CustomerID;Product;Quantity;UnitPrice;ShippingAddress;PaymentMethod;OrderStatus;TrackingNumber;ItemsInCart;CouponCode;ReferralSource;TotalPrice;Calculated_Total_Price;Validated Status;Month Name;Month
ORD200177;05/08/2023;C55632;Chair;5;431,69;354 Main St;Credit Card;Pending;TRK13003066;10;No Coupon;Facebook;2158,45;2158,45;Correct;August;8
ORD200178;11/04/2024;C53070;Chair;4;512,06;283 Main St;Online;Delivered;TRK49791755;5;Save10;Google;2048,24;2048,24;Correct;April;4
ORD200179;24/11/2024;C27401;Laptop;3;539,91;500 Main St;Credit Card;Delivered;TRK14332053;8;No Coupon;Email;1619,73;1619,73;Correct;November;11
ORD200180;18/03/2023;C87216;Tablet;5;316,07;970 Main St;Cash;Returned;TRK18713727;10;No Coupon;Google;1580,35;1580,35;Correct;March;3
ORD200181;31/08/2024;C38966;Printer;5;404,39;247 Main St;Online;Shipped;TRK17205146;10;No Coupon;Referral;2021,95;2021,95;Check;August;8
ORD200182;19/03/2025;C16612;Desk;1;600,54;596 Main St;Debit Card;Pending;TRK96188223;4;Winter15;Google;600,54;600,54;Correct;March;3
ORD200183;18/04/2024;C39246;Monitor;5;186,28;258 Main St;Debit Card;Delivered;TRK16658182;8;Save10;Email;931,4;931,4;Correct;April;4
ORD200184;04/04/2024;C65180;Tablet;4;214,54;231 Main St;Gift Card;Cancelled;TRK39255469;7;No Coupon;Referral;858,16;858,16;Correct;April;4
ORD200185;02/02/2025;C46877;Laptop;1;210,7;572 Main St;Online;Shipped;TRK96935978;2;Winter15;Referral;210,7;210,7;Correct;February;2
ORD200186;07/12/2023;C30334;Phone;2;133,55;322 Main St;Cash;Pending;TRK66388885;7;Freeship;Facebook;267,1;267,1;Correct;December;12
ORD200187;08/02/2023;C21227;Chair;1;590,87;689 Main St;Gift Card;Returned;TRK79129657;6;Freeship;Referral;590,87;590,87;Correct;February;2
ORD200188;15/03/2025;C97715;Chair;2;363,91;927 Main St;Gift Card;Shipped;TRK19515949;2;Freeship;Referral;727,82;727,82;Correct;March;3
ORD200189;05/07/2023;C48939;Printer;5;429,45;597 Main St;Gift Card;Cancelled;TRK62786764;5;Winter15;Email;2147,25;2147,25;Correct;July;7
ORD200190;31/08/2024;C35483;Printer;3;223,7;725 Main St;Cash;Returned;TRK79638203;3;Save10;Email;671,1;671,1;Correct;August;8
ORD200191;08/03/2025;C51494;Laptop;2;488,87;505 Main St;Online;Cancelled;TRK58520306;4;Freeship;Google;977,74;977,74;Correct;March;3
ORD200192;11/08/2023;C58410;Desk;1;645,46;151 Main St;Gift Card;Cancelled;TRK19749672;5;Save10;Google;645,46;645,46;Correct;August;8
ORD200193;21/07/2023;C11644;Printer;1;46,66;429 Main St;Cash;Cancelled;TRK81320339;6;No Coupon;Google;46,66;46,66;Correct;July;7
ORD200194;08/06/2024;C53501;Monitor;1;249,57;899 Main St;Cash;Shipped;TRK90144892;3;Freeship;Google;249,57;249,57;Correct;June;6
ORD200195;22/04/2024;C63619;Chair;3;619,21;801 Main St;Debit Card;Cancelled;TRK65385674;6;No Coupon;Email;1857,63;1857,63;Correct;April;4
ORD200196;24/01/2025;C40882;Desk;4;217,13;719 Main St;Cash;Delivered;TRK64165503;8;Winter15;Email;868,52;868,52;Correct;January;1
ORD200197;27/08/2023;C80135;Laptop;5;221,51;723 Main St;Cash;Returned;TRK95222269;5;Winter15;Referral;1107,55;1107,55;Correct;August;8
ORD200198;11/06/2024;C37594;Laptop;4;340,3;926 Main St;Cash;Cancelled;TRK94405162;8;Save10;Referral;1361,2;1361,2;Correct;June;6
ORD200199;23/01/2025;C87524;Phone;1;625;358 Main St;Online;Returned;TRK21114341;5;Winter15;Google;625;625;Correct;January;1
ORD200200;07/06/2025;C97681;Tablet;5;433,26;895 Main St;Credit Card;Delivered;TRK37531040;9;Save10;Google;2166,3;2166,3;Correct;June;6
ORD200201;18/06/2023;C10126;Monitor;2;674,9;146 Main St;Online;Shipped;TRK75607531;4;Save10;Facebook;1349,8;1349,8;Correct;June;6
ORD200202;06/02/2025;C36938;Monitor;3;253,98;636 Main St;Credit Card;Cancelled;TRK52522904;3;Freeship;Email;761,94;761,94;Correct;February;2
ORD200203;21/01/2025;C99173;Printer;3;356,84;172 Main St;Online;Shipped;TRK89849342;5;Save10;Instagram;1070,52;1070,52;Correct;January;1
ORD200204;05/09/2023;C99775;Laptop;4;413,71;478 Main St;Gift Card;Cancelled;TRK21638425;9;Freeship;Facebook;1654,84;1654,84;Correct;September;9
ORD200205;04/03/2023;C19266;Desk;3;147,39;609 Main St;Debit Card;Returned;TRK58357269;3;No Coupon;Email;442,17;442,17;Check;March;3
ORD200206;16/04/2024;C31072;Laptop;4;229,1;729 Main St;Gift Card;Returned;TRK77172975;8;Winter15;Email;916,4;916,4;Correct;April;4
ORD200207;18/03/2025;C54595;Phone;1;121,96;999 Main St;Debit Card;Delivered;TRK44416659;3;No Coupon;Google;121,96;121,96;Correct;March;3
ORD200208;08/10/2024;C87777;Desk;2;408,32;597 Main St;Online;Shipped;TRK29003608;3;Freeship;Facebook;816,64;816,64;Correct;October;10
ORD200209;29/08/2023;C35854;Tablet;5;187,97;706 Main St;Cash;Returned;TRK30615168;9;Save10;Google;939,85;939,85;Correct;August;8
ORD200210;05/12/2024;C93821;Chair;3;358,48;513 Main St;Gift Card;Delivered;TRK10658539;7;Freeship;Facebook;1075,44;1075,44;Correct;December;12
ORD200211;03/01/2025;C54390;Printer;3;193,58;185 Main St;Gift Card;Pending;TRK83853742;7;Freeship;Email;580,74;580,74;Correct;January;1
ORD200212;20/06/2023;C53215;Monitor;1;265,38;367 Main St;Credit Card;Cancelled;TRK34751835;6;Winter15;Email;265,38;265,38;Correct;June;6
ORD200213;20/04/2023;C71122;Laptop;1;634,4;317 Main St;Cash;Cancelled;TRK54757882;6;Save10;Email;634,4;634,4;Correct;April;4
ORD200214;21/08/2024;C29483;Desk;4;305,72;673 Main St;Online;Delivered;TRK89423603;5;No Coupon;Facebook;1222,88;1222,88;Correct;August;8
ORD200215;10/08/2023;C26767;Printer;1;303,6;432 Main St;Cash;Shipped;TRK24585307;5;Freeship;Facebook;303,6;303,6;Correct;August;8
ORD200216;15/04/2025;C70492;Monitor;4;496;811 Main St;Online;Cancelled;TRK84625405;8;Winter15;Google;1984;1984;Correct;April;4
ORD200217;20/05/2024;C61549;Desk;4;321,51;908 Main St;Cash;Returned;TRK65596914;9;No Coupon;Google;1286,04;1286,04;Correct;May;5
ORD200218;28/04/2023;C11665;Tablet;3;112,46;882 Main St;Gift Card;Shipped;TRK10993930;6;Save10;Instagram;337,38;337,38;Correct;April;4
ORD200219;02/05/2025;C48946;Laptop;5;61,97;457 Main St;Cash;Delivered;TRK99387220;6;Save10;Email;309,85;309,85;Correct;May;5
ORD200220;18/07/2023;C79506;Laptop;2;373,17;497 Main St;Credit Card;Pending;TRK95188748;6;Save10;Referral;746,34;746,34;Correct;July;7
ORD200221;23/02/2024;C93473;Tablet;5;639,37;552 Main St;Debit Card;Pending;TRK50003989;6;Save10;Google;3196,85;3196,85;Correct;February;2
ORD200222;04/05/2023;C43124;Chair;4;693,36;931 Main St;Online;Shipped;TRK17293348;8;No Coupon;Instagram;2773,44;2773,44;Correct;May;5
ORD200223;11/09/2024;C22783;Phone;4;692,91;673 Main St;Credit Card;Pending;TRK55009149;9;Save10;Instagram;2771,64;2771,64;Correct;September;9
ORD200224;23/09/2023;C18567;Printer;4;91,46;507 Main St;Cash;Cancelled;TRK17554673;9;Save10;Referral;365,84;365,84;Correct;September;9
ORD200225;13/03/2024;C99879;Phone;3;273,96;692 Main St;Debit Card;Returned;TRK50246700;8;Save10;Google;821,88;821,88;Correct;March;3
ORD200226;27/06/2025;C31501;Desk;3;588,05;242 Main St;Gift Card;Delivered;TRK93063929;8;No Coupon;Instagram;1764,15;1764,15;Check;June;6
ORD200227;02/11/2023;C93220;Monitor;2;365,17;353 Main St;Online;Cancelled;TRK89023251;4;Freeship;Facebook;730,34;730,34;Correct;November;11
ORD200228;17/05/2023;C57867;Chair;4;385,92;579 Main St;Credit Card;Cancelled;TRK92055007;8;No Coupon;Instagram;1543,68;1543,68;Correct;May;5
ORD200229;28/03/2025;C62622;Tablet;1;562,61;762 Main St;Credit Card;Delivered;TRK70997648;3;Winter15;Facebook;562,61;562,61;Correct;March;3
ORD200230;16/12/2023;C94595;Desk;4;61,91;948 Main St;Gift Card;Delivered;TRK24497305;6;Winter15;Email;247,64;247,64;Correct;December;12
ORD200231;05/11/2023;C30955;Phone;4;41,9;327 Main St;Gift Card;Pending;TRK46898848;9;Freeship;Instagram;167,6;167,6;Correct;November;11
ORD200232;19/05/2023;C20731;Printer;4;444,44;610 Main St;Debit Card;Cancelled;TRK75568437;8;Winter15;Google;1777,76;1777,76;Correct;May;5
ORD200233;24/08/2024;C30168;Phone;3;311,33;146 Main St;Cash;Cancelled;TRK73699939;3;Winter15;Instagram;933,99;933,99;Correct;August;8
ORD200234;26/11/2024;C79842;Printer;4;236,41;337 Main St;Debit Card;Pending;TRK26957950;7;Save10;Google;945,64;945,64;Correct;November;11
ORD200235;20/02/2023;C32854;Desk;1;65,45;815 Main St;Cash;Pending;TRK30009218;2;Winter15;Google;65,45;65,45;Correct;February;2
ORD200236;01/01/2023;C14847;Monitor;1;318,81;562 Main St;Debit Card;Pending;TRK39663243;3;Winter15;Email;318,81;318,81;Correct;January;1
ORD200237;14/03/2024;C88645;Monitor;3;583,72;783 Main St;Credit Card;Shipped;TRK74097570;5;Freeship;Facebook;1751,16;1751,16;Correct;March;3
ORD200238;13/12/2024;C66149;Desk;4;384,32;770 Main St;Credit Card;Pending;TRK76307307;6;Winter15;Google;1537,28;1537,28;Correct;December;12
ORD200239;11/12/2024;C20256;Tablet;3;538,74;456 Main St;Online;Shipped;TRK71127943;6;Freeship;Email;1616,22;1616,22;Correct;December;12
ORD200240;12/07/2023;C14983;Tablet;1;17,24;255 Main St;Online;Pending;TRK93444157;2;Freeship;Instagram;17,24;17,24;Correct;July;7
ORD200241;16/05/2023;C20817;Chair;5;615,67;407 Main St;Online;Pending;TRK44164590;6;Save10;Email;3078,35;3078,35;Correct;May;5
ORD200242;09/05/2023;C94921;Printer;2;219,1;134 Main St;Online;Pending;TRK97794327;4;Save10;Referral;438,2;438,2;Correct;May;5
ORD200243;09/05/2025;C54725;Chair;2;144,66;506 Main St;Online;Cancelled;TRK30601940;7;Freeship;Google;289,32;289,32;Correct;May;5
ORD200244;16/02/2023;C98096;Desk;2;317,77;838 Main St;Debit Card;Cancelled;TRK51518631;4;Winter15;Facebook;635,54;635,54;Correct;February;2
ORD200245;20/04/2025;C12667;Laptop;1;223,3;306 Main St;Online;Returned;TRK25390491;1;No Coupon;Facebook;223,3;223,3;Correct;April;4
ORD200246;30/08/2024;C55354;Desk;2;342,11;164 Main St;Gift Card;Shipped;TRK15439493;2;Winter15;Instagram;684,22;684,22;Correct;August;8
ORD200247;20/07/2023;C14600;Printer;2;220,9;785 Main St;Gift Card;Shipped;TRK84984764;4;No Coupon;Email;441,8;441,8;Correct;July;7
ORD200248;02/07/2023;C97187;Laptop;1;670,54;471 Main St;Cash;Shipped;TRK62283713;6;Freeship;Referral;670,54;670,54;Correct;July;7
ORD200249;07/02/2024;C39106;Printer;1;546,19;245 Main St;Cash;Pending;TRK35464433;5;Freeship;Referral;546,19;546,19;Correct;February;2
ORD200250;05/04/2023;C93379;Desk;3;42,95;318 Main St;Gift Card;Returned;TRK67954150;8;Save10;Email;128,85;128,85;Check;April;4
ORD200251;15/05/2025;C93175;Monitor;4;14,69;814 Main St;Cash;Cancelled;TRK32995144;9;No Coupon;Email;58,76;58,76;Correct;May;5
ORD200252;20/09/2024;C19648;Phone;4;668,36;821 Main St;Gift Card;Cancelled;TRK51297879;5;Freeship;Facebook;2673,44;2673,44;Correct;September;9
ORD200253;23/03/2024;C14891;Chair;4;413,74;743 Main St;Gift Card;Returned;TRK79471534;7;Freeship;Instagram;1654,96;1654,96;Correct;March;3
ORD200254;26/12/2023;C10866;Monitor;3;263,19;770 Main St;Online;Delivered;TRK34809583;5;No Coupon;Instagram;789,57;789,57;Correct;December;12
ORD200255;13/05/2024;C47283;Monitor;1;263,96;806 Main St;Gift Card;Returned;TRK56235117;2;Save10;Google;263,96;263,96;Correct;May;5
ORD200256;30/06/2025;C94323;Chair;5;75,81;463 Main St;Gift Card;Returned;TRK22663277;10;Winter15;Instagram;379,05;379,05;Correct;June;6
ORD200257;23/04/2024;C89732;Phone;1;406,22;712 Main St;Credit Card;Cancelled;TRK41059233;5;Save10;Referral;406,22;406,22;Correct;April;4
ORD200258;26/02/2024;C87764;Tablet;2;103,41;294 Main St;Online;Shipped;TRK94082469;2;Freeship;Referral;206,82;206,82;Correct;February;2
ORD200259;11/06/2023;C20977;Chair;4;435,12;636 Main St;Credit Card;Delivered;TRK54991561;9;Save10;Instagram;1740,48;1740,48;Correct;June;6
ORD200260;17/05/2023;C12245;Monitor;2;407,79;153 Main St;Debit Card;Shipped;TRK22000463;3;No Coupon;Google;815,58;815,58;Correct;May;5
ORD200261;28/05/2025;C68976;Phone;5;173,65;460 Main St;Gift Card;Delivered;TRK25491356;9;Save10;Email;868,25;868,25;Correct;May;5
ORD200262;10/01/2023;C69476;Phone;4;249,07;642 Main St;Credit Card;Returned;TRK65869386;5;Winter15;Referral;996,28;996,28;Correct;January;1
ORD200263;25/03/2023;C71040;Phone;4;434,85;250 Main St;Credit Card;Pending;TRK41397604;4;Winter15;Google;1739,4;1739,4;Correct;March;3
ORD200264;03/08/2024;C71035;Tablet;1;436,77;977 Main St;Cash;Returned;TRK19599578;5;Freeship;Google;436,77;436,77;Correct;August;8
ORD200265;22/12/2023;C20752;Printer;1;572,13;150 Main St;Debit Card;Cancelled;TRK22298450;4;Save10;Google;572,13;572,13;Correct;December;12
ORD200266;08/06/2024;C38840;Chair;4;583,07;589 Main St;Credit Card;Cancelled;TRK48484633;6;Freeship;Referral;2332,28;2332,28;Correct;June;6
ORD200267;17/04/2025;C84480;Chair;5;468,51;803 Main St;Debit Card;Delivered;TRK62361867;9;No Coupon;Facebook;2342,55;2342,55;Correct;April;4
ORD200268;11/08/2023;C37032;Phone;2;423,88;655 Main St;Debit Card;Delivered;TRK48639226;7;Save10;Referral;847,76;847,76;Correct;August;8
ORD200269;25/11/2023;C48942;Tablet;4;663,67;129 Main St;Credit Card;Pending;TRK29355120;7;Freeship;Google;2654,68;2654,68;Correct;November;11
ORD200270;04/06/2023;C13540;Printer;4;309,91;127 Main St;Debit Card;Shipped;TRK81087373;5;Winter15;Google;1239,64;1239,64;Correct;June;6
ORD200271;28/03/2023;C59572;Monitor;1;542,07;791 Main St;Cash;Shipped;TRK16792991;6;Winter15;Referral;542,07;542,07;Correct;March;3
ORD200272;19/09/2023;C29758;Chair;2;399,32;119 Main St;Online;Pending;TRK12990043;6;Winter15;Instagram;798,64;798,64;Correct;September;9
ORD200273;27/10/2024;C11849;Tablet;2;238,25;974 Main St;Online;Cancelled;TRK91195261;7;Freeship;Email;476,5;476,5;Correct;October;10
ORD200274;04/02/2023;C50967;Phone;2;182,4;884 Main St;Gift Card;Cancelled;TRK65300814;5;Save10;Referral;364,8;364,8;Correct;February;2
ORD200275;04/11/2023;C80735;Chair;2;65,07;360 Main St;Credit Card;Cancelled;TRK99880231;4;Save10;Google;130,14;130,14;Correct;November;11
ORD200276;29/03/2025;C99050;Printer;2;600,57;654 Main St;Debit Card;Returned;TRK56927089;3;Winter15;Instagram;1201,14;1201,14;Correct;March;3
ORD200277;09/09/2024;C11210;Chair;5;90,92;910 Main St;Credit Card;Delivered;TRK44929965;9;Save10;Facebook;454,6;454,6;Correct;September;9
ORD200278;18/11/2024;C46015;Laptop;5;362,46;299 Main St;Cash;Delivered;TRK46598430;6;Freeship;Instagram;1812,3;1812,3;Correct;November;11
ORD200279;20/10/2023;C69167;Chair;3;55,01;263 Main St;Online;Pending;TRK12425655;7;Winter15;Email;165,03;165,03;Correct;October;10
ORD200280;27/03/2023;C55388;Tablet;3;404,62;740 Main St;Gift Card;Delivered;TRK75741001;6;Freeship;Instagram;1213,86;1213,86;Check;March;3
ORD200281;27/07/2023;C87181;Desk;4;654,79;195 Main St;Cash;Pending;TRK60093390;9;No Coupon;Referral;2619,16;2619,16;Correct;July;7
ORD200282;22/04/2025;C30411;Printer;4;637,79;375 Main St;Gift Card;Cancelled;TRK71810536;9;Freeship;Google;2551,16;2551,16;Correct;April;4
ORD200283;28/02/2025;C39638;Laptop;4;540,33;990 Main St;Cash;Shipped;TRK69745608;6;No Coupon;Google;2161,32;2161,32;Correct;February;2
ORD200284;16/02/2023;C27203;Laptop;5;208,17;516 Main St;Credit Card;Returned;TRK22023906;6;Save10;Facebook;1040,85;1040,85;Correct;February;2
ORD200285;10/06/2025;C67583;Phone;1;338,31;974 Main St;Online;Delivered;TRK93281700;3;No Coupon;Google;338,31;338,31;Correct;June;6
ORD200286;07/04/2025;C70554;Monitor;3;139,45;187 Main St;Gift Card;Returned;TRK61086952;8;Winter15;Google;418,35;418,35;Check;April;4
ORD200287;24/11/2023;C70437;Chair;4;655,18;630 Main St;Online;Shipped;TRK26628830;5;No Coupon;Facebook;2620,72;2620,72;Correct;November;11
ORD200288;12/03/2023;C97643;Laptop;4;512,75;537 Main St;Debit Card;Returned;TRK60831391;8;Winter15;Google;2051;2051;Correct;March;3
ORD200289;26/07/2023;C17136;Chair;4;160,49;333 Main St;Credit Card;Shipped;TRK55362541;8;Winter15;Referral;641,96;641,96;Correct;July;7
ORD200290;05/05/2023;C24901;Chair;3;99,9;258 Main St;Cash;Delivered;TRK14029489;8;Freeship;Facebook;299,7;299,7;Check;May;5
ORD200291;12/05/2024;C61521;Phone;2;345,01;670 Main St;Credit Card;Delivered;TRK93676567;6;Freeship;Google;690,02;690,02;Correct;May;5
ORD200292;15/01/2025;C39639;Monitor;1;65,95;185 Main St;Credit Card;Delivered;TRK31042152;5;No Coupon;Facebook;65,95;65,95;Correct;January;1
ORD200293;16/02/2023;C33220;Tablet;4;463,04;564 Main St;Gift Card;Returned;TRK40450219;9;No Coupon;Instagram;1852,16;1852,16;Correct;February;2
ORD200294;01/04/2025;C65414;Phone;2;297,71;208 Main St;Online;Shipped;TRK67562517;7;Save10;Referral;595,42;595,42;Correct;April;4
ORD200295;25/01/2023;C49009;Printer;5;107,48;278 Main St;Debit Card;Cancelled;TRK46285799;9;Freeship;Email;537,4;537,4;Correct;January;1
ORD200296;19/06/2024;C48453;Desk;5;638,8;434 Main St;Debit Card;Cancelled;TRK52110494;10;Winter15;Referral;3194;3194;Correct;June;6
ORD200297;22/02/2023;C68078;Desk;2;493,88;252 Main St;Credit Card;Returned;TRK64862812;7;Save10;Instagram;987,76;987,76;Correct;February;2
ORD200298;19/12/2023;C19402;Printer;4;301,17;267 Main St;Online;Cancelled;TRK97825212;6;No Coupon;Email;1204,68;1204,68;Correct;December;12
ORD200299;20/01/2024;C30711;Monitor;1;278,66;856 Main St;Gift Card;Cancelled;TRK42696593;2;Freeship;Instagram;278,66;278,66;Correct;January;1
ORD200300;02/09/2024;C39000;Phone;1;287,46;894 Main St;Debit Card;Returned;TRK33753945;3;Freeship;Facebook;287,46;287,46;Correct;September;9
ORD200301;11/05/2023;C31105;Chair;1;583,99;726 Main St;Cash;Cancelled;TRK40149095;2;Save10;Email;583,99;583,99;Correct;May;5
ORD200302;16/05/2023;C29432;Chair;3;468,74;121 Main St;Cash;Pending;TRK44142517;4;Freeship;Instagram;1406,22;1406,22;Correct;May;5
ORD200303;07/12/2024;C48531;Tablet;1;30,54;368 Main St;Debit Card;Returned;TRK95462192;1;No Coupon;Google;30,54;30,54;Correct;December;12
ORD200304;18/10/2024;C86762;Monitor;5;408,73;326 Main St;Gift Card;Delivered;TRK75686292;10;Freeship;Instagram;2043,65;2043,65;Correct;October;10
ORD200305;25/11/2023;C63822;Laptop;4;126,89;235 Main St;Cash;Pending;TRK59353216;9;Freeship;Instagram;507,56;507,56;Correct;November;11
ORD200306;07/06/2024;C70495;Printer;2;57,07;238 Main St;Debit Card;Returned;TRK65511225;3;Save10;Instagram;114,14;114,14;Correct;June;6
ORD200307;01/07/2023;C92407;Laptop;3;557,41;135 Main St;Online;Delivered;TRK11755610;4;No Coupon;Email;1672,23;1672,23;Correct;July;7
ORD200308;11/12/2023;C75888;Printer;3;448,9;790 Main St;Debit Card;Returned;TRK98467398;7;Save10;Instagram;1346,7;1346,7;Check;December;12
ORD200309;03/10/2023;C63153;Chair;4;549,76;625 Main St;Debit Card;Delivered;TRK38033305;4;Freeship;Facebook;2199,04;2199,04;Correct;October;10
ORD200310;24/02/2024;C85863;Printer;3;132,48;968 Main St;Online;Shipped;TRK16094218;4;No Coupon;Referral;397,44;397,44;Check;February;2
ORD200311;17/05/2025;C71698;Desk;5;489,37;274 Main St;Online;Returned;TRK34786818;8;No Coupon;Instagram;2446,85;2446,85;Correct;May;5
ORD200312;24/05/2025;C35397;Printer;5;66,31;579 Main St;Gift Card;Pending;TRK64742535;7;Freeship;Referral;331,55;331,55;Correct;May;5
ORD200313;09/07/2023;C67687;Chair;2;434,3;978 Main St;Cash;Delivered;TRK22838735;7;Save10;Instagram;868,6;868,6;Correct;July;7
ORD200314;04/10/2023;C29931;Desk;4;153,09;540 Main St;Online;Delivered;TRK48712417;4;Freeship;Referral;612,36;612,36;Correct;October;10
ORD200315;12/05/2025;C59139;Tablet;5;91,67;301 Main St;Online;Cancelled;TRK45507090;9;Freeship;Email;458,35;458,35;Correct;May;5
ORD200316;02/10/2023;C66078;Desk;4;275,28;101 Main St;Gift Card;Shipped;TRK86474559;9;Winter15;Facebook;1101,12;1101,12;Correct;October;10
ORD200317;10/04/2023;C88370;Monitor;2;139,95;339 Main St;Online;Returned;TRK22575151;5;No Coupon;Instagram;279,9;279,9;Correct;April;4
ORD200318;27/07/2024;C93375;Chair;3;148,72;317 Main St;Debit Card;Cancelled;TRK95706967;7;Save10;Google;446,16;446,16;Check;July;7
ORD200319;02/12/2023;C53049;Laptop;2;563,06;413 Main St;Cash;Returned;TRK48974907;6;No Coupon;Instagram;1126,12;1126,12;Correct;December;12
ORD200320;19/12/2024;C55590;Printer;1;625,51;772 Main St;Credit Card;Shipped;TRK48792951;1;Freeship;Facebook;625,51;625,51;Correct;December;12
ORD200321;09/08/2023;C47086;Phone;4;152,29;135 Main St;Debit Card;Cancelled;TRK44194358;6;Winter15;Google;609,16;609,16;Correct;August;8
ORD200322;14/06/2024;C48646;Phone;5;231,82;339 Main St;Debit Card;Delivered;TRK18233748;6;Save10;Facebook;1159,1;1159,1;Correct;June;6
ORD200323;26/01/2025;C29416;Laptop;1;150,17;414 Main St;Debit Card;Returned;TRK63820842;1;Save10;Referral;150,17;150,17;Correct;January;1
ORD200324;13/06/2024;C13525;Tablet;3;70,93;847 Main St;Debit Card;Returned;TRK70193221;5;No Coupon;Referral;212,79;212,79;Check;June;6
ORD200325;29/06/2023;C53545;Desk;3;361,39;665 Main St;Credit Card;Shipped;TRK61123177;8;No Coupon;Referral;1084,17;1084,17;Correct;June;6
ORD200326;01/07/2024;C65986;Laptop;5;670,48;273 Main St;Gift Card;Returned;TRK98353867;5;Save10;Facebook;3352,4;3352,4;Correct;July;7
ORD200327;25/07/2023;C17302;Phone;1;359,99;385 Main St;Gift Card;Cancelled;TRK43940016;5;Save10;Email;359,99;359,99;Correct;July;7
ORD200328;28/02/2023;C18404;Tablet;5;674,04;546 Main St;Online;Cancelled;TRK89401624;7;Save10;Google;3370,2;3370,2;Correct;February;2
ORD200329;25/12/2024;C88371;Chair;4;283,16;306 Main St;Credit Card;Shipped;TRK63224811;6;No Coupon;Google;1132,64;1132,64;Correct;December;12
ORD200330;02/06/2024;C38068;Desk;5;260,53;532 Main St;Gift Card;Pending;TRK54059198;5;Save10;Instagram;1302,65;1302,65;Check;June;6
ORD200331;15/04/2023;C78724;Printer;3;422,13;187 Main St;Online;Delivered;TRK25703134;7;Save10;Facebook;1266,39;1266,39;Check;April;4
ORD200332;03/07/2024;C26163;Desk;5;125,02;607 Main St;Debit Card;Pending;TRK67499316;9;Save10;Google;625,1;625,1;Correct;July;7
ORD200333;16/04/2024;C87124;Phone;1;198,51;818 Main St;Credit Card;Returned;TRK52086740;5;Winter15;Instagram;198,51;198,51;Correct;April;4
ORD200334;26/03/2024;C90348;Chair;4;224,75;728 Main St;Online;Delivered;TRK20635777;7;Winter15;Facebook;899;899;Correct;March;3
ORD200335;03/03/2025;C58721;Tablet;3;205,86;978 Main St;Gift Card;Shipped;TRK34801199;4;No Coupon;Email;617,58;617,58;Correct;March;3
ORD200336;29/12/2023;C88174;Laptop;1;18,2;441 Main St;Debit Card;Pending;TRK10143345;4;Save10;Instagram;18,2;18,2;Correct;December;12
ORD200337;29/05/2023;C77763;Tablet;3;502,77;599 Main St;Debit Card;Returned;TRK66980447;8;Winter15;Email;1508,31;1508,31;Correct;May;5
ORD200338;08/11/2023;C53627;Phone;5;305,49;704 Main St;Debit Card;Shipped;TRK64112352;10;No Coupon;Referral;1527,45;1527,45;Correct;November;11
ORD200339;10/04/2024;C84563;Printer;2;236,33;398 Main St;Online;Pending;TRK62422797;3;Save10;Instagram;472,66;472,66;Correct;April;4
ORD200340;23/04/2023;C76207;Laptop;5;521,25;826 Main St;Cash;Cancelled;TRK25569378;8;No Coupon;Email;2606,25;2606,25;Correct;April;4
ORD200341;23/09/2024;C94671;Tablet;1;167,15;293 Main St;Gift Card;Shipped;TRK61357272;5;Winter15;Email;167,15;167,15;Correct;September;9
ORD200342;24/06/2025;C69994;Monitor;5;466,42;619 Main St;Gift Card;Returned;TRK95935805;5;No Coupon;Referral;2332,1;2332,1;Correct;June;6
ORD200343;26/02/2023;C64638;Printer;1;527,57;919 Main St;Debit Card;Pending;TRK64087938;3;Freeship;Facebook;527,57;527,57;Correct;February;2
ORD200344;06/03/2025;C95623;Tablet;3;623,34;248 Main St;Online;Cancelled;TRK67558189;3;Save10;Instagram;1870,02;1870,02;Correct;March;3
ORD200345;07/12/2023;C24751;Tablet;5;501,26;259 Main St;Gift Card;Shipped;TRK37285406;10;Freeship;Referral;2506,3;2506,3;Correct;December;12
ORD200346;06/12/2024;C31764;Tablet;1;655,09;876 Main St;Cash;Pending;TRK44680433;6;No Coupon;Referral;655,09;655,09;Correct;December;12
ORD200347;03/02/2024;C83556;Printer;4;264,79;380 Main St;Credit Card;Pending;TRK21109187;5;Save10;Google;1059,16;1059,16;Correct;February;2
ORD200348;13/03/2024;C24369;Laptop;3;359,73;885 Main St;Debit Card;Returned;TRK72633998;7;Freeship;Email;1079,19;1079,19;Correct;March;3
ORD200349;30/11/2023;C39648;Chair;1;465,33;824 Main St;Gift Card;Delivered;TRK56016905;2;Freeship;Google;465,33;465,33;Correct;November;11
ORD200350;03/06/2023;C13296;Chair;2;54,41;495 Main St;Online;Shipped;TRK60127216;6;No Coupon;Instagram;108,82;108,82;Correct;June;6
ORD200351;15/02/2025;C94248;Laptop;1;64,66;494 Main St;Debit Card;Delivered;TRK89406816;4;No Coupon;Instagram;64,66;64,66;Correct;February;2
ORD200352;31/08/2023;C26637;Chair;5;173,96;995 Main St;Debit Card;Pending;TRK59546992;8;Winter15;Instagram;869,8;869,8;Correct;August;8
ORD200353;28/03/2025;C16012;Tablet;1;630,82;171 Main St;Online;Delivered;TRK15195225;5;Freeship;Google;630,82;630,82;Correct;March;3
ORD200354;11/07/2023;C31772;Phone;1;693,41;992 Main St;Debit Card;Shipped;TRK11970357;4;No Coupon;Instagram;693,41;693,41;Correct;July;7
